postcode,prefecture,city,ward
1780065,Tokyo To,Nerima Ku,Nishioizumi
1790071,Tokyo To,Nerima Ku,Asahicho
1790072,Tokyo To,Nerima Ku,Hikarigaoka
1790073,Tokyo To,Nerima Ku,Tagara
1790074,Tokyo To,Nerima Ku,Kasugacho
1790075,Tokyo To,Nerima Ku,Takamatsu
1790076,Tokyo To,Nerima Ku,Doshida
1790081,Tokyo To,Nerima Ku,Kitamachi
1790084,Tokyo To,Nerima Ku,Hikawadai
1790085,Tokyo To,Nerima Ku,Hayamiya
1800001,Tokyo To,Musashino Shi,Kichijoji Kitamachi
1800002,Tokyo To,Musashino Shi,Kichijoji Higashicho
1800003,Tokyo To,Musashino Shi,Kichijoji Minamicho
1800004,Tokyo To,Musashino Shi,Kichijoji Honcho
1800006,Tokyo To,Musashino Shi,Nakacho
1800011,Tokyo To,Musashino Shi,Yahatacho
1800013,Tokyo To,Musashino Shi,Nishikubo
1800014,Tokyo To,Musashino Shi,Sekimae
1800021,Tokyo To,Musashino Shi,Sakurazutsumi
1800022,Tokyo To,Musashino Shi,Sakai
1810001,Tokyo To,Mitaka Shi,Inokashira
1810002,Tokyo To,Mitaka Shi,Mure
1810004,Tokyo To,Mitaka Shi,Shinkawa
1810012,Tokyo To,Mitaka Shi,Kamirenjaku
1810013,Tokyo To,Mitaka Shi,Shimorenjaku
1810014,Tokyo To,Mitaka Shi,Nozaki
1810015,Tokyo To,Mitaka Shi,Osawa
1820002,Tokyo To,Chofu Shi,Sengawacho
1820003,Tokyo To,Chofu Shi,Wakabacho
1820004,Tokyo To,Chofu Shi,Irimacho
1820011,Tokyo To,Chofu Shi,Jindaijikitamachi
1820015,Tokyo To,Chofu Shi,Yagumodai
1820016,Tokyo To,Chofu Shi,Sazumachi
1820021,Tokyo To,Chofu Shi,Chofugaoka
1820022,Tokyo To,Chofu Shi,Kokuryocho
1820023,Tokyo To,Chofu Shi,Somechi
1820025,Tokyo To,Chofu Shi,Tamagawa
1820031,Tokyo To,Chofu Shi,Nomizu
1820033,Tokyo To,Chofu Shi,Fujimicho
1820035,Tokyo To,Chofu Shi,Kamiishiwara
1830001,Tokyo To,Fuchu Shi,Sengencho
1830003,Tokyo To,Fuchu Shi,Asahicho
1830004,Tokyo To,Fuchu Shi,Momijigaoka
1830005,Tokyo To,Fuchu Shi,Wakamatsucho
1830012,Tokyo To,Fuchu Shi,Oshitatecho
1830013,Tokyo To,Fuchu Shi,Koyanagicho
1830027,Tokyo To,Fuchu Shi,Hommachi
1830031,Tokyo To,Fuchu Shi,Nishifucho
1830035,Tokyo To,Fuchu Shi,Yotsuya
1830036,Tokyo To,Fuchu Shi,Nisshincho
1830042,Tokyo To,Fuchu Shi,Musashidai
1830045,Tokyo To,Fuchu Shi,Miyoshicho
1830051,Tokyo To,Fuchu Shi,Sakaecho
1830052,Tokyo To,Fuchu Shi,Shimmachi
1830054,Tokyo To,Fuchu Shi,Saiwaicho
1830055,Tokyo To,Fuchu Shi,Fuchucho
1830056,Tokyo To,Fuchu Shi,Kotobukicho
1840003,Tokyo To,Koganei Shi,Midoricho
1840004,Tokyo To,Koganei Shi,Honcho
1840005,Tokyo To,Koganei Shi,Sakuracho
1840011,Tokyo To,Koganei Shi,Higashicho
1840012,Tokyo To,Koganei Shi,Nakacho
1840014,Tokyo To,Koganei Shi,Nukuiminamicho
1850002,Tokyo To,Kokubunji Shi,Higashitokura
1850004,Tokyo To,Kokubunji Shi,Shimmachi
1850005,Tokyo To,Kokubunji Shi,Namikicho
1850011,Tokyo To,Kokubunji Shi,Honda
1850021,Tokyo To,Kokubunji Shi,Minamicho
1850023,Tokyo To,Kokubunji Shi,Nishimotomachi
1850024,Tokyo To,Kokubunji Shi,Izumicho
1850036,Tokyo To,Kokubunji Shi,Takagicho
1860002,Tokyo To,Kunitachi Shi,Higashi
1860003,Tokyo To,Kunitachi Shi,Fujimidai
1860004,Tokyo To,Kunitachi Shi,Naka
1860005,Tokyo To,Kunitachi Shi,Nishi
1860011,Tokyo To,Kunitachi Shi,Yaho
1870001,Tokyo To,Kodaira Shi,Onumacho
1870003,Tokyo To,Kodaira Shi,Hanakoganeiminamicho
1870011,Tokyo To,Kodaira Shi,Suzukicho
1870021,Tokyo To,Kodaira Shi,Josuiminamicho
1870022,Tokyo To,Kodaira Shi,Josuihoncho
1870024,Tokyo To,Kodaira Shi,Takanodai
1870031,Tokyo To,Kodaira Shi,Ogawa Higashicho
1870032,Tokyo To,Kodaira Shi,Ogawacho
1870035,Tokyo To,Kodaira Shi,Ogawa Nishimachi
1870042,Tokyo To,Kodaira Shi,Nakamachi
1870045,Tokyo To,Kodaira Shi,Gakuen Nishimachi
1880003,Tokyo To,Nishitokyo Shi,Kitaharacho
1880004,Tokyo To,Nishitokyo Shi,Nishiharacho
1880012,Tokyo To,Nishitokyo Shi,Minamicho
1880013,Tokyo To,Nishitokyo Shi,Mukodaicho
1890001,Tokyo To,Higashimurayama Shi,Akitsucho
1890003,Tokyo To,Higashimurayama Shi,Kumegawacho
1890011,Tokyo To,Higashimurayama Shi,Ontacho
1890012,Tokyo To,Higashimurayama Shi,Hagiyamacho
1890022,Tokyo To,Higashimurayama Shi,Noguchicho
1890023,Tokyo To,Higashimurayama Shi,Misumicho
1890024,Tokyo To,Higashimurayama Shi,Fujimicho
1900001,Tokyo To,Tachikawa Shi,Wakabacho
1900002,Tokyo To,Tachikawa Shi,Saiwaicho
1900003,Tokyo To,Tachikawa Shi,Sakaecho
1900011,Tokyo To,Tachikawa Shi,Takamatsucho
1900012,Tokyo To,Tachikawa Shi,Akebonocho
1900013,Tokyo To,Tachikawa Shi,Fujimicho
1900014,Tokyo To,Tachikawa Shi,Midoricho
1900015,Tokyo To,Tachikawa Shi,Izumicho
1900021,Tokyo To,Tachikawa Shi,Hagoromocho
1900022,Tokyo To,Tachikawa Shi,Nishikicho
1900023,Tokyo To,Tachikawa Shi,Shibasakicho
1900032,Tokyo To,Tachikawa Shi,Kamisunacho
1900034,Tokyo To,Tachikawa Shi,Nishisunacho
1900142,Tokyo To,Akiruno Shi,Ina
1900164,Tokyo To,Akiruno Shi,Itsukaichi
1900181,Tokyo To,Nishitama Gun,Oguno
1900182,Tokyo To,Nishitama Gun,Hirai
1900214,Tokyo To,Nishitama Gun,Motoshuku
1901211,Tokyo To,Nishitama Gun,Ishihata
1901221,Tokyo To,Nishitama Gun,Hakonegasaki
1910011,Tokyo To,Hino Shi,Hinohommachi
1910021,Tokyo To,Hino Shi,Ishida
1910032,Tokyo To,Hino Shi,Misawa
1910041,Tokyo To,Hino Shi,Minamidaira
1910042,Tokyo To,Hino Shi,Hodokubo
1910043,Tokyo To,Hino Shi,Hirayama
1910061,Tokyo To,Hino Shi,Osakaue
1910062,Tokyo To,Hino Shi,Tamadaira
1910065,Tokyo To,Hino Shi,Asahigaoka
1920001,Tokyo To,Hachioji Shi,Tobukimachi
1920004,Tokyo To,Hachioji Shi,Kasumimachi
1920011,Tokyo To,Hachioji Shi,Takiyamamachi
1920015,Tokyo To,Hachioji Shi,Nakanomachi
1920023,Tokyo To,Hachioji Shi,Kuboyamacho
1920032,Tokyo To,Hachioji Shi,Ishikawamachi
1920041,Tokyo To,Hachioji Shi,Nakano Kamicho
1920043,Tokyo To,Hachioji Shi,Akatsukicho
1920046,Tokyo To,Hachioji Shi,Myojincho
1920051,Tokyo To,Hachioji Shi,Motohongocho
1920151,Tokyo To,Hachioji Shi,Kamikawamachi
1920154,Tokyo To,Hachioji Shi,Shimongatamachi
1920156,Tokyo To,Hachioji Shi,Kamiongatamachi
1920354,Tokyo To,Hachioji Shi,Matsugaya
1920361,Tokyo To,Hachioji Shi,Koshino
1920363,Tokyo To,Hachioji Shi,Bessho
1920364,Tokyo To,Hachioji Shi,Minamiosawa
1920372,Tokyo To,Hachioji Shi,Shimoyugi
1920373,Tokyo To,Hachioji Shi,Kamiyugi
1920374,Tokyo To,Hachioji Shi,Nakayama
1920375,Tokyo To,Hachioji Shi,Yarimizu
1920902,Tokyo To,Hachioji Shi,Uenomachi
1920903,Tokyo To,Hachioji Shi,Yorozucho
1920904,Tokyo To,Hachioji Shi,Koyasumachi
1920911,Tokyo To,Hachioji Shi,Uchikoshimachi
1920914,Tokyo To,Hachioji Shi,Katakuramachi
1920916,Tokyo To,Hachioji Shi,Minamino
1920919,Tokyo To,Hachioji Shi,Nanakuni
1930801,Tokyo To,Hachioji Shi,Kawaguchimachi
1930803,Tokyo To,Hachioji Shi,Naraharamachi
1930813,Tokyo To,Hachioji Shi,Yotsuyamachi
1930816,Tokyo To,Hachioji Shi,Dairakujimachi
1930821,Tokyo To,Hachioji Shi,Kawamachi
1930823,Tokyo To,Hachioji Shi,Yokokawamachi
1930824,Tokyo To,Hachioji Shi,Nagabusamachi
1930832,Tokyo To,Hachioji Shi,Sandamachi
1930834,Tokyo To,Hachioji Shi,Higashiasakawamachi
1930835,Tokyo To,Hachioji Shi,Sennincho
1930845,Tokyo To,Hachioji Shi,Hatsuzawamachi
1930931,Tokyo To,Hachioji Shi,Daimachi
1930942,Tokyo To,Hachioji Shi,Kunugidamachi
1930944,Tokyo To,Hachioji Shi,Tatemachi
1940002,Tokyo To,Machida Shi,Minamitsukushino
1940003,Tokyo To,Machida Shi,Ogawa
1940012,Tokyo To,Machida Shi,Kanamori
1940013,Tokyo To,Machida Shi,Haramachida
1940015,Tokyo To,Machida Shi,Kanamorihigashi
1940021,Tokyo To,Machida Shi,Nakamachi
1940022,Tokyo To,Machida Shi,Morino
1940031,Tokyo To,Machida Shi,Minamioya
1940032,Tokyo To,Machida Shi,Hommachida
1940033,Tokyo To,Machida Shi,Kisomachi
1940035,Tokyo To,Machida Shi,Tadao
1940037,Tokyo To,Machida Shi,Kisonishi
1940043,Tokyo To,Machida Shi,Narusedai
1940044,Tokyo To,Machida Shi,Naruse
1940045,Tokyo To,Machida Shi,Minaminaruse
1940203,Tokyo To,Machida Shi,Zushimachi
1940204,Tokyo To,Machida Shi,Oyamadasakuradai
1940211,Tokyo To,Machida Shi,Aiharamachi
1940215,Tokyo To,Machida Shi,Oyamagaoka
1950051,Tokyo To,Machida Shi,Shinkojimachi
1950054,Tokyo To,Machida Shi,Miwamachi
1950057,Tokyo To,Machida Shi,Shinkoji
1950061,Tokyo To,Machida Shi,Tsurukawa
1950063,Tokyo To,Machida Shi,Nozutamachi
1950064,Tokyo To,Machida Shi,Onojimachi
1950072,Tokyo To,Machida Shi,Kanai
1950074,Tokyo To,Machida Shi,Yamazakimachi
1960002,Tokyo To,Akishima Shi,Haijimacho
1960004,Tokyo To,Akishima Shi,Midoricho
1960012,Tokyo To,Akishima Shi,Tsutsujigaoka
1960024,Tokyo To,Akishima Shi,Miyazawacho
1960031,Tokyo To,Akishima Shi,Fukujimacho
1960033,Tokyo To,Akishima Shi,Azumacho
1970003,Tokyo To,Fussa Shi,Kumagawa
1970004,Tokyo To,Fussa Shi,Minamidenen
1970005,Tokyo To,Fussa Shi,Kitadenen
1970012,Tokyo To,Fussa Shi,Kamidaira
1970013,Tokyo To,Fussa Shi,Musashinodai
1970801,Tokyo To,Akiruno Shi,Sugao
1970802,Tokyo To,Akiruno Shi,Kusabana
1970812,Tokyo To,Akiruno Shi,Hirasawa
1970814,Tokyo To,Akiruno Shi,Ninomiya
1970832,Tokyo To,Akiruno Shi,Kamiyotsugi
1980001,Tokyo To,Ome Shi,Nariki
1980003,Tokyo To,Ome Shi,Osoki
1980004,Tokyo To,Ome Shi,Nekabu
1980014,Tokyo To,Ome Shi,Daimon
1980015,Tokyo To,Ome Shi,Fukiage
1980024,Tokyo To,Ome Shi,Shimmachi
1980031,Tokyo To,Ome Shi,Morokacho
1980041,Tokyo To,Ome Shi,Katsunuma
1980043,Tokyo To,Ome Shi,Chigasemachi
1980044,Tokyo To,Ome Shi,Nishiwakecho
1980063,Tokyo To,Ome Shi,Baigo
1980088,Tokyo To,Ome Shi,Urajukucho
1980212,Tokyo To,Nishitama Gun,Hikawa
2010002,Tokyo To,Komae Shi,Higashinogawa
2010003,Tokyo To,Komae Shi,Izumihoncho
2010013,Tokyo To,Komae Shi,Motoizumi
2010015,Tokyo To,Komae Shi,Inogata
2020001,Tokyo To,Nishitokyo Shi,Hibarigaoka
2020003,Tokyo To,Nishitokyo Shi,Kitamachi
2020005,Tokyo To,Nishitokyo Shi,Sumiyoshicho
2020012,Tokyo To,Nishitokyo Shi,Higashicho
2020015,Tokyo To,Nishitokyo Shi,Hoyacho
2020022,Tokyo To,Nishitokyo Shi,Yagisawa
2030001,Tokyo To,Higashikurume Shi,Uenohara
2030004,Tokyo To,Higashikurume Shi,Hikawadai
2030011,Tokyo To,Higashikurume Shi,Daimoncho
2030013,Tokyo To,Higashikurume Shi,Shinkawacho
2030021,Tokyo To,Higashikurume Shi,Gakuencho
2030033,Tokyo To,Higashikurume Shi,Takiyama
2030041,Tokyo To,Higashikurume Shi,Nobidome
2030043,Tokyo To,Higashikurume Shi,Shimosato
2030052,Tokyo To,Higashikurume Shi,Saiwaicho
2030054,Tokyo To,Higashikurume Shi,Chuocho
2040002,Tokyo To,Kiyose Shi,Asahigaoka
2040003,Tokyo To,Kiyose Shi,Nakazato
2040004,Tokyo To,Kiyose Shi,Noshio
2040012,Tokyo To,Kiyose Shi,Nakakiyoto
2040022,Tokyo To,Kiyose Shi,Matsuyama
2040024,Tokyo To,Kiyose Shi,Umezono
2050011,Tokyo To,Hamura Shi,Gonokami
2050012,Tokyo To,Hamura Shi,Hane
2050013,Tokyo To,Hamura Shi,Fujimidaira
2050015,Tokyo To,Hamura Shi,Hanenaka
2050021,Tokyo To,Hamura Shi,Kawasaki
2060001,Tokyo To,Tama Shi,Wada
2060011,Tokyo To,Tama Shi,Sekido
2060012,Tokyo To,Tama Shi,Kaidori
2060022,Tokyo To,Tama Shi,Hijirigaoka
2060024,Tokyo To,Tama Shi,Suwa
2060025,Tokyo To,Tama Shi,Nagayama
2060033,Tokyo To,Tama Shi,Ochiai
2060034,Tokyo To,Tama Shi,Tsurumaki
2060041,Tokyo To,Tama Shi,Atago
2060042,Tokyo To,Tama Shi,Sannoshita
2060803,Tokyo To,Inagi Shi,Koyodai
2060804,Tokyo To,Inagi Shi,Momura
2060811,Tokyo To,Inagi Shi,Oshitate
2060812,Tokyo To,Inagi Shi,Yanokuchi
2060822,Tokyo To,Inagi Shi,Sakahama
2060824,Tokyo To,Inagi Shi,Wakabadai
2070014,Tokyo To,Higashiyamato Shi,Nangai
2070015,Tokyo To,Higashiyamato Shi,Chuo
2070016,Tokyo To,Higashiyamato Shi,Nakahara
2070021,Tokyo To,Higashiyamato Shi,Tateno
2070022,Tokyo To,Higashiyamato Shi,Sakuragaoka
2070031,Tokyo To,Higashiyamato Shi,Narahashi
2070033,Tokyo To,Higashiyamato Shi,Imokubo
2080002,Tokyo To,Musashimurayama Shi,Shimmei
2080004,Tokyo To,Musashimurayama Shi,Hommachi
2080011,Tokyo To,Musashimurayama Shi,Gakuen
2080012,Tokyo To,Musashimurayama Shi,Midorigaoka
2080013,Tokyo To,Musashimurayama Shi,Ominami
2080034,Tokyo To,Musashimurayama Shi,Zambori
2080035,Tokyo To,Musashimurayama Shi,Nakahara
2100001,Kanagawa Ken,Kawasaki Shi,Honcho
2100007,Kanagawa Ken,Kawasaki Shi,Ekimaehoncho
2100011,Kanagawa Ken,Kawasaki Shi,Fujimi
2100015,Kanagawa Ken,Kawasaki Shi,Minamimachi
2100025,Kanagawa Ken,Kawasaki Shi,Shimonamiki
2100804,Kanagawa Ken,Kawasaki Shi,Fujisaki
2100806,Kanagawa Ken,Kawasaki Shi,Nakajima
2100811,Kanagawa Ken,Kawasaki Shi,Daishi Gawara
2100827,Kanagawa Ken,Kawasaki Shi,Yotsuya Shimocho
2100828,Kanagawa Ken,Kawasaki Shi,Yotsuya Kamicho
2100832,Kanagawa Ken,Kawasaki Shi,Ikegamishincho
2100833,Kanagawa Ken,Kawasaki Shi,Sakuramoto
2100841,Kanagawa Ken,Kawasaki Shi,Watarida Mukaicho
2100845,Kanagawa Ken,Kawasaki Shi,Watarida Sannocho
2100846,Kanagawa Ken,Kawasaki Shi,Oda
2100848,Kanagawa Ken,Kawasaki Shi,Kyomachi
2100851,Kanagawa Ken,Kawasaki Shi,Hamacho
2100853,Kanagawa Ken,Kawasaki Shi,Tajimacho
2110012,Kanagawa Ken,Kawasaki Shi,Nakamaruko
2110013,Kanagawa Ken,Kawasaki Shi,Kamihirama
2110021,Kanagawa Ken,Kawasaki Shi,Kizuki Sumiyoshicho
2110031,Kanagawa Ken,Kawasaki Shi,Kizuki Omachi
2110035,Kanagawa Ken,Kawasaki Shi,Ida
2110036,Kanagawa Ken,Kawasaki Shi,Ida Sugiyamacho
2110041,Kanagawa Ken,Kawasaki Shi,Shimokodanaka
2110042,Kanagawa Ken,Kawasaki Shi,Shimoshinjo
2110051,Kanagawa Ken,Kawasaki Shi,Miyauchi
2110053,Kanagawa Ken,Kawasaki Shi,Kamikodanaka
2110062,Kanagawa Ken,Kawasaki Shi,Kosugi Jinyacho
2110063,Kanagawa Ken,Kawasaki Shi,Kosugimachi
2110065,Kanagawa Ken,Kawasaki Shi,Imai Nakamachi
2120002,Kanagawa Ken,Kawasaki Shi,Komukai Nakanocho
2120005,Kanagawa Ken,Kawasaki Shi,Tote
2120012,Kanagawa Ken,Kawasaki Shi,Nakasaiwaicho
2120023,Kanagawa Ken,Kawasaki Shi,Todehommachi
2120024,Kanagawa Ken,Kawasaki Shi,Tsukagoshi
2120055,Kanagawa Ken,Kawasaki Shi,Minamikase
2120057,Kanagawa Ken,Kawasaki Shi,Kitakase
2130011,Kanagawa Ken,Kawasaki Shi,Hisamoto
2130013,Kanagawa Ken,Kawasaki Shi,Suenaga
2130022,Kanagawa Ken,Kawasaki Shi,Chitose
2130023,Kanagawa Ken,Kawasaki Shi,Shibokuchi
2130032,Kanagawa Ken,Kawasaki Shi,Kuji
2130035,Kanagawa Ken,Kawasaki Shi,Mukaigaoka
2140004,Kanagawa Ken,Kawasaki Shi,Sugebamba
2140007,Kanagawa Ken,Kawasaki Shi,Sugeshiroshita
2140012,Kanagawa Ken,Kawasaki Shi,Nakanoshima
2140014,Kanagawa Ken,Kawasaki Shi,Noborito
2140021,Kanagawa Ken,Kawasaki Shi,Shukugawara
2140022,Kanagawa Ken,Kawasaki Shi,Seki
2140032,Kanagawa Ken,Kawasaki Shi,Masugata
2140034,Kanagawa Ken,Kawasaki Shi,Mita
2140035,Kanagawa Ken,Kawasaki Shi,Nagasawa
2140036,Kanagawa Ken,Kawasaki Shi,Minamiikuta
2140038,Kanagawa Ken,Kawasaki Shi,Ikuta
2150003,Kanagawa Ken,Kawasaki Shi,Takaishi
2150006,Kanagawa Ken,Kawasaki Shi,Kanahodo
2150012,Kanagawa Ken,Kawasaki Shi,Higashiyurigaoka
2150013,Kanagawa Ken,Kawasaki Shi,Ozenji
2150018,Kanagawa Ken,Kawasaki Shi,Ozenjihigashi
2150021,Kanagawa Ken,Kawasaki Shi,Kamiasao
2150023,Kanagawa Ken,Kawasaki Shi,Katahira
2150024,Kanagawa Ken,Kawasaki Shi,Shiratori
2150036,Kanagawa Ken,Kawasaki Shi,Haruhino
2160003,Kanagawa Ken,Kawasaki Shi,Arima
2160005,Kanagawa Ken,Kawasaki Shi,Tsuchihashi
2160006,Kanagawa Ken,Kawasaki Shi,Miyamaedaira
2160011,Kanagawa Ken,Kawasaki Shi,Inukura
2160015,Kanagawa Ken,Kawasaki Shi,Sugao
2160022,Kanagawa Ken,Kawasaki Shi,Taira
2160031,Kanagawa Ken,Kawasaki Shi,Shibokuhoncho
2160033,Kanagawa Ken,Kawasaki Shi,Miyazaki
2200001,Kanagawa Ken,Yokohama Shi,Kitakaruizawa
2200003,Kanagawa Ken,Yokohama Shi,Kusunokicho
2200004,Kanagawa Ken,Yokohama Shi,Kitasaiwai
2200005,Kanagawa Ken,Yokohama Shi,Minamisaiwai
2200011,Kanagawa Ken,Yokohama Shi,Takashima
2200023,Kanagawa Ken,Yokohama Shi,Hiranuma
2200032,Kanagawa Ken,Yokohama Shi,Oimatsucho
2200046,Kanagawa Ken,Yokohama Shi,Nishitobecho
2200051,Kanagawa Ken,Yokohama Shi,Chuo
2200072,Kanagawa Ken,Yokohama Shi,Sengencho
2200073,Kanagawa Ken,Yokohama Shi,Okano
2210001,Kanagawa Ken,Yokohama Shi,Nishiterao
2210004,Kanagawa Ken,Yokohama Shi,Nishioguchi
2210005,Kanagawa Ken,Yokohama Shi,Matsumicho
2210012,Kanagawa Ken,Yokohama Shi,Koyasudai
2210043,Kanagawa Ken,Yokohama Shi,Shimmachi
2210055,Kanagawa Ken,Yokohama Shi,Onocho
2210056,Kanagawa Ken,Yokohama Shi,Kinkocho
2210072,Kanagawa Ken,Yokohama Shi,Shirahata Higashicho
2210802,Kanagawa Ken,Yokohama Shi,Rokukakubashi
2210804,Kanagawa Ken,Yokohama Shi,Kuritaya
2210812,Kanagawa Ken,Yokohama Shi,Hirakawacho
2210822,Kanagawa Ken,Yokohama Shi,Nishikanagawa
2210823,Kanagawa Ken,Yokohama Shi,Futatsuyacho
2210825,Kanagawa Ken,Yokohama Shi,Tammachi
2210832,Kanagawa Ken,Yokohama Shi,Kiribatake
2210834,Kanagawa Ken,Yokohama Shi,Daimachi
2210835,Kanagawa Ken,Yokohama Shi,Tsuruyacho
2210844,Kanagawa Ken,Yokohama Shi,Sawatari
2210852,Kanagawa Ken,Yokohama Shi,Mitsuzawa Shimomachi
2210854,Kanagawa Ken,Yokohama Shi,Mitsuzawa Minamimachi
2210862,Kanagawa Ken,Yokohama Shi,Sammaicho
2210864,Kanagawa Ken,Yokohama Shi,Sugetacho
2220001,Kanagawa Ken,Yokohama Shi,Tarumachi
2220011,Kanagawa Ken,Yokohama Shi,Kikuna
2220021,Kanagawa Ken,Yokohama Shi,Shinoharakita
2220023,Kanagawa Ken,Yokohama Shi,Nakatehara
2220024,Kanagawa Ken,Yokohama Shi,Shinoharadaimachi
2220026,Kanagawa Ken,Yokohama Shi,Shinoharacho
2220033,Kanagawa Ken,Yokohama Shi,Shinyokohama
2220034,Kanagawa Ken,Yokohama Shi,Kishinecho
2220036,Kanagawa Ken,Yokohama Shi,Kozukuecho
2220037,Kanagawa Ken,Yokohama Shi,Okurayama
2230051,Kanagawa Ken,Yokohama Shi,Minowacho
2230053,Kanagawa Ken,Yokohama Shi,Tsunashimanishi
2230057,Kanagawa Ken,Yokohama Shi,Nippacho
2230058,Kanagawa Ken,Yokohama Shi,Shinyoshidahigashi
2230059,Kanagawa Ken,Yokohama Shi,Kitashinyokohama
2230062,Kanagawa Ken,Yokohama Shi,Hiyoshihoncho
2230063,Kanagawa Ken,Yokohama Shi,Takatacho
2240001,Kanagawa Ken,Yokohama Shi,Nakagawa
2240007,Kanagawa Ken,Yokohama Shi,Edaminami
2240023,Kanagawa Ken,Yokohama Shi,Higashiyamata
2240025,Kanagawa Ken,Yokohama Shi,Hayabuchi
2240027,Kanagawa Ken,Yokohama Shi,Odanacho
2240029,Kanagawa Ken,Yokohama Shi,Minamiyamata
2240035,Kanagawa Ken,Yokohama Shi,Shineicho
2240037,Kanagawa Ken,Yokohama Shi,Chigasakiminami
2240051,Kanagawa Ken,Yokohama Shi,Fujimigaoka
2240053,Kanagawa Ken,Yokohama Shi,Ikonobecho
2240057,Kanagawa Ken,Yokohama Shi,Kawawacho
2250002,Kanagawa Ken,Yokohama Shi,Utsukushigaoka
2250003,Kanagawa Ken,Yokohama Shi,Shinishikawa
2250004,Kanagawa Ken,Yokohama Shi,Motoishikawacho
2250011,Kanagawa Ken,Yokohama Shi,Azamino
2250021,Kanagawa Ken,Yokohama Shi,Susukino
2250024,Kanagawa Ken,Yokohama Shi,Ichigaocho
2260002,Kanagawa Ken,Yokohama Shi,Higashihongo
2260003,Kanagawa Ken,Yokohama Shi,Kamoi
2260006,Kanagawa Ken,Yokohama Shi,Hakusan
2260013,Kanagawa Ken,Yokohama Shi,Terayamacho
2260014,Kanagawa Ken,Yokohama Shi,Daimuracho
2260015,Kanagawa Ken,Yokohama Shi,Mihocho
2260016,Kanagawa Ken,Yokohama Shi,Kirigaoka
2260025,Kanagawa Ken,Yokohama Shi,Tokaichibacho
2260026,Kanagawa Ken,Yokohama Shi,Nagatsutacho
2260027,Kanagawa Ken,Yokohama Shi,Nagatsuta
2270033,Kanagawa Ken,Yokohama Shi,Kamoshidacho
2270034,Kanagawa Ken,Yokohama Shi,Katsuradai
2270035,Kanagawa Ken,Yokohama Shi,Sumiyoshidai
2270041,Kanagawa Ken,Yokohama Shi,Kamiyamotocho
2270044,Kanagawa Ken,Yokohama Shi,Moegino
2270047,Kanagawa Ken,Yokohama Shi,Mitakedai
2270051,Kanagawa Ken,Yokohama Shi,Chigusadai
2270052,Kanagawa Ken,Yokohama Shi,Umegaoka
2270062,Kanagawa Ken,Yokohama Shi,Aobadai
2270066,Kanagawa Ken,Yokohama Shi,Akanedai
2300001,Kanagawa Ken,Yokohama Shi,Yako
2300012,Kanagawa Ken,Yokohama Shi,Shimosueyoshi
2300016,Kanagawa Ken,Yokohama Shi,Higashiterao Kitadai
2300024,Kanagawa Ken,Yokohama Shi,Ichiba Shimocho
2300031,Kanagawa Ken,Yokohama Shi,Heiancho
2300034,Kanagawa Ken,Yokohama Shi,Kanseicho
2300037,Kanagawa Ken,Yokohama Shi,Mukaicho
2300046,Kanagawa Ken,Yokohama Shi,Onocho
2300047,Kanagawa Ken,Yokohama Shi,Shitanoyacho
2300051,Kanagawa Ken,Yokohama Shi,Tsurumichuo
2300063,Kanagawa Ken,Yokohama Shi,Tsurumi
2300071,Kanagawa Ken,Yokohama Shi,Komaoka
2300073,Kanagawa Ken,Yokohama Shi,Shishigaya
2300074,Kanagawa Ken,Yokohama Shi,Kitaterao
2300075,Kanagawa Ken,Yokohama Shi,Kaminomiya
2300076,Kanagawa Ken,Yokohama Shi,Baba
2300078,Kanagawa Ken,Yokohama Shi,Kishiya
2310023,Kanagawa Ken,Yokohama Shi,Yamashitacho
2310024,Kanagawa Ken,Yokohama Shi,Yoshihamacho
2310033,Kanagawa Ken,Yokohama Shi,Chojamachi
2310047,Kanagawa Ken,Yokohama Shi,Hagoromocho
2310053,Kanagawa Ken,Yokohama Shi,Hatsunecho
2310802,Kanagawa Ken,Yokohama Shi,Kominatocho
2310821,Kanagawa Ken,Yokohama Shi,Hommoku Hara
2310825,Kanagawa Ken,Yokohama Shi,Hommoku Makado
2310827,Kanagawa Ken,Yokohama Shi,Hommoku Wada
2310832,Kanagawa Ken,Yokohama Shi,Hommoku Midorigaoka
2310836,Kanagawa Ken,Yokohama Shi,Negishicho
2310837,Kanagawa Ken,Yokohama Shi,Takinoe
2310839,Kanagawa Ken,Yokohama Shi,Nakaodai
2310847,Kanagawa Ken,Yokohama Shi,Takenomaru
2310862,Kanagawa Ken,Yokohama Shi,Yamatecho
2320002,Kanagawa Ken,Yokohama Shi,Miharudai
2320006,Kanagawa Ken,Yokohama Shi,Minamiota
2320007,Kanagawa Ken,Yokohama Shi,Shimizugaoka
2320018,Kanagawa Ken,Yokohama Shi,Hananokicho
2320024,Kanagawa Ken,Yokohama Shi,Urafunecho
2320033,Kanagawa Ken,Yokohama Shi,Nakamuracho
2320035,Kanagawa Ken,Yokohama Shi,Heiraku
2320045,Kanagawa Ken,Yokohama Shi,Higashimaitamachi
2320055,Kanagawa Ken,Yokohama Shi,Nakajimacho
2320061,Kanagawa Ken,Yokohama Shi,Ooka
2320064,Kanagawa Ken,Yokohama Shi,Bessho
2320066,Kanagawa Ken,Yokohama Shi,Mutsukawa
2320075,Kanagawa Ken,Yokohama Shi,Nagataminamidai
