latitude,longitude,postcode
35.5613,139.6597,2110021
35.5656,139.643,2110031
35.5619,139.6409,2110035
35.5695,139.6428,2110036
35.5753,139.64,2110041
35.5804,139.6329,2110042
35.5904,139.6425,2110051
35.587,139.6378,2110053
35.5849,139.6573,2110062
35.5812,139.6555,2110063
35.5753,139.6522,2110065
35.5506,139.6966,2120002
35.5446,139.6931,2120005
35.5359,139.6929,2120012
35.5434,139.6835,2120023
35.5425,139.6784,2120024
35.5443,139.6598,2120055
35.551,139.6622,2120057
35.597,139.618,2130011
35.5904,139.6114,2130013
35.5795,139.6215,2130022
35.5718,139.6288,2130023
35.6091,139.6051,2130032
35.5939,139.5942,2130035
35.6271,139.5388,2140004
35.6297,139.5308,2140007
35.6294,139.5523,2140012
35.622,139.5605,2140014
35.6161,139.5773,2140021
35.6139,139.5946,2140022
35.6151,139.5564,2140032
35.6117,139.5444,2140034
35.6004,139.5404,2140035
35.6045,139.5343,2140036
35.6203,139.5446,2140038
35.612,139.5199,2150003
35.6109,139.5009,2150006
35.5988,139.5269,2150012
35.5876,139.5166,2150013
35.5866,139.5158,2150018
35.5871,139.4991,2150021
35.5949,139.4917,2150023
35.6046,139.4862,2150024
35.6181,139.4638,2150036
35.5751,139.5786,2160003
35.5865,139.5727,2160005
35.5868,139.5839,2160006
35.5874,139.5617,2160011
35.5968,139.5543,2160015
35.6016,139.5755,2160022
35.6005,139.5827,2160031
35.5884,139.5931,2160033
35.4704,139.609,2200001
35.4675,139.6113,2200003
35.4665,139.6168,2200004
35.4637,139.6178,2200005
35.4613,139.6234,2200011
35.45,139.6333,2200023
35.449,139.6232,2200032
35.4493,139.6194,2200046
35.4544,139.6158,2200051
35.4567,139.6084,2200072
35.4617,139.6141,2200073
35.4982,139.6486,2210001
35.4929,139.6379,2210004
35.4993,139.6407,2210005
35.4921,139.6582,2210012
35.4801,139.6402,2210043
35.4674,139.6299,2210055
35.4672,139.6264,2210056
35.487,139.6404,2210072
35.4883,139.6189,2210802
35.4781,139.6216,2210804
35.4809,139.626,2210812
35.4787,139.6319,2210822
35.4787,139.6319,2210823
35.4787,139.6319,2210825
35.4738,139.6272,2210832
35.4937,139.6267,2210834
35.4693,139.6216,2210835
35.4733,139.6176,2210844
35.479,139.6163,2210852
35.4739,139.6088,2210854
35.4871,139.5881,2210862
35.4971,139.5843,2210864
35.5301,139.6401,2220001
35.5035,139.635,2220011
35.5099,139.6267,2220021
35.4972,139.634,2220023
35.4937,139.6267,2220024
35.5022,139.6195,2220026
35.5086,139.6153,2220033
35.4978,139.6118,2220034
35.5114,139.5949,2220036
35.5242,139.6241,2220037
35.5475,139.6445,2230051
35.5388,139.6319,2230053
35.5252,139.609,2230057
35.54,139.6186,2230058
35.518,139.6151,2230059
35.5515,139.6349,2230062
35.5578,139.6197,2230063
35.5585,139.5682,2240001
35.5467,139.5572,2240007
35.5632,139.6011,2240023
35.5465,139.5983,2240025
35.5484,139.5939,2240027
35.5566,139.5901,2240029
35.5387,139.5944,2240035
35.5392,139.5749,2240037
35.5334,139.5571,2240051
35.5208,139.572,2240053
35.5263,139.5487,2240057
35.5814,139.5536,2250002
35.5714,139.5594,2250003
35.5816,139.5417,2250004
35.5699,139.5448,2250011
35.5768,139.5277,2250021
35.5488,139.5421,2250024
35.508,139.5777,2260002
35.5057,139.5627,2260003
35.5039,139.5531,2260006
35.5053,139.5396,2260013
35.5105,139.5294,2260014
35.5046,139.5178,2260015
35.5151,139.5048,2260016
35.5231,139.5119,2260025
35.5333,139.5,2260026
35.5333,139.5,2260027
35.5617,139.5047,2270033
35.5493,139.503,2270034
35.5597,139.5048,2270035
35.5511,139.5203,2270041
35.5466,139.5232,2270044
35.5547,139.5212,2270047
35.5393,139.5327,2270051
35.5357,139.5265,2270052
35.5465,139.5172,2270062
35.5444,139.5086,2270066
35.5317,139.6796,2300001
35.5207,139.6657,2300012
35.5124,139.6652,2300016
35.5165,139.6843,2300024
35.5127,139.6931,2300031
35.5107,139.7011,2300034
35.5058,139.6891,2300037
35.4967,139.6802,2300046
35.4991,139.6819,2300047
35.508,139.6802,2300051
35.509,139.6783,2300063
35.5287,139.6568,2300071
35.519,139.6484,2300073
35.5142,139.6531,2300074
35.5126,139.6387,2300075
35.5089,139.6531,2300076
35.4964,139.6641,2300078
35.4435,139.6467,2310023
35.4428,139.5861,2310024
35.4422,139.631,2310033
35.4565,139.6483,2310047
35.4407,139.6275,2310053
35.4325,139.6638,2310802
35.4252,139.6393,2310821
35.4252,139.6393,2310825
35.4252,139.6393,2310827
35.4221,139.646,2310832
35.419,139.6424,2310836
35.4221,139.646,2310837
35.4264,139.6434,2310839
35.4287,139.6444,2310847
35.4368,139.6503,2310862
35.4415,139.6179,2320002
35.4359,139.6088,2320006
35.4393,139.6084,2320007
35.4247,139.5502,2320018
35.4333,139.6235,2320024
35.4344,139.6309,2320033
35.4297,139.6324,2320035
35.4308,139.616,2320045
35.4263,139.603,2320055
35.4145,139.6046,2320061
35.4131,139.5864,2320064
35.4243,139.583,2320066
35.4316,139.5877,2320075
35.4004,139.5868,2330003
35.4102,139.5836,2330004
35.4148,139.5714,2330006
35.4082,139.5792,2330011
35.4049,139.5719,2330012
35.3971,139.5671,2330013
35.3945,139.5608,2330015
35.4115,139.5594,2330016
35.3848,139.5845,2340053
35.3735,139.5805,2340054
35.4171,139.6316,2350007
35.4147,139.6107,2350021
35.4023,139.6092,2350022
35.3936,139.6097,2350023
35.3761,139.6171,2350033
35.3642,139.6058,2350043
35.3799,139.5954,2350045
35.3642,139.6392,2360005
35.3503,139.6296,2360017
35.3287,139.6223,2360027
35.3277,139.6134,2360031
35.3294,139.6045,2360035
35.3205,139.6206,2360037
35.3442,139.6116,2360042
35.3378,139.6065,2360045
35.344,139.5968,2360046
35.3735,139.6312,2360051
35.3648,139.6216,2360052
35.36,139.6266,2360053
35.3189,139.6359,2370061
35.3146,139.6296,2370066
35.3003,139.6208,2370076
35.2834,139.672,2380004
35.2794,139.6709,2380007
35.2749,139.6674,2380017
35.25,139.6604,2380018
35.2563,139.6753,2380022
35.2471,139.6775,2380023
35.2648,139.6425,2380031
35.2574,139.6512,2380032
35.2653,139.6442,2380035
35.2771,139.6567,2380042
35.2717,139.6545,2380043
35.2671,139.6689,2380052
35.1682,139.651,2380103
35.1665,139.6545,2380111
35.1665,139.6545,2380113
35.1523,139.637,2380221
35.2266,139.6483,2380313
35.2032,139.6227,2380316
35.2577,139.7103,2390802
35.2567,139.6945,2390808
35.2508,139.7303,2390813
35.2498,139.7102,2390822
35.228,139.7021,2390831
35.2319,139.693,2390832
35.2392,139.6858,2390835
35.2129,139.6951,2390841
35.2017,139.6711,2390842
35.2,139.6667,2390843
35.2322,139.6718,2390844
35.4591,139.6041,2400002
35.4525,139.591,2400011
35.4424,139.6008,2400023
35.4397,139.5716,2400026
35.4486,139.5568,2400035
35.4576,139.5763,2400044
35.4741,139.5626,2400045
35.4878,139.5692,2400051
35.4888,139.5575,2400053
35.4687,139.5841,2400066
35.4757,139.5899,2400067
35.2346,139.6125,2400101
35.2333,139.6102,2400104
35.2758,139.5762,2400112
35.2852,139.5869,2400113
35.4971,139.5314,2410001
35.4927,139.5384,2410002
35.4846,139.5487,2410005
35.4741,139.5626,2410011
35.4621,139.5614,2410014
35.4786,139.5421,2410021
35.4837,139.5353,2410032
35.506,139.4999,2410801
35.495,139.5175,2410804
35.4874,139.5146,2410806
35.4683,139.5195,2410815
35.4747,139.5184,2410817
35.4615,139.5287,2410824
35.4615,139.5287,2410826
35.4583,139.5543,2410831
35.4549,139.5319,2410836
35.4905,139.4595,2420001
35.4917,139.4485,2420002
35.4953,139.4428,2420006
35.4847,139.4685,2420011
35.4815,139.4658,2420012
35.4454,139.4725,2420014
35.4297,139.4706,2420015
35.4652,139.4676,2420016
35.4807,139.4601,2420018
35.4558,139.462,2420022
35.4453,139.4627,2420024
35.4472,139.3579,2430004
35.4493,139.3623,2430005
35.4414,139.364,2430018
35.4245,139.3645,2430021
35.4125,139.3613,2430022
35.4486,139.3503,2430031
35.4419,139.3499,2430032
35.4211,139.3466,2430035
35.439,139.3062,2430111
35.439,139.3062,2430112
35.4472,139.3062,2430122
35.439,139.3062,2430123
35.435,139.3164,2430125
35.4949,139.3325,2430203
35.4913,139.3275,2430204
35.4838,139.3538,2430211
35.4662,139.317,2430213
35.5117,139.3108,2430301
35.5117,139.3108,2430303
35.5231,139.2872,2430306
35.5117,139.3108,2430308
35.464,139.4125,2430402
35.4532,139.4001,2430405
35.4078,139.3935,2430417
35.4364,139.3979,2430418
35.4472,139.3814,2430421
35.4374,139.383,2430422
35.4209,139.379,2430424
35.4694,139.3991,2430431
35.4748,139.3685,2430801
35.4781,139.3682,2430805
35.4569,139.3493,2430816
35.4589,139.3427,2430817
35.4081,139.5265,2440002
35.4102,139.5248,2440003
35.4102,139.5248,2440004
35.4363,139.5575,2440801
35.4294,139.5667,2440802
35.4209,139.5663,2440803
35.4342,139.5475,2440805
35.4008,139.5526,2440813
35.3941,139.5554,2440814
35.3851,139.5441,2440815
35.3946,139.541,2440816
35.3713,139.5407,2440842
35.3787,139.5231,2440845
35.4424,139.524,2450002
35.4265,139.5157,2450003
35.4189,139.5228,2450004
35.4166,139.5052,2450012
35.4253,139.4942,2450016
35.4219,139.4827,2450018
35.4051,139.4952,2450022
35.4245,139.5382,2450051
35.4203,139.5466,2450052
35.4195,139.5317,2450053
35.3981,139.5135,2450061
35.3886,139.5136,2450062
35.3777,139.5089,2450063
35.3682,139.4945,2450065
35.3896,139.5032,2450067
35.4832,139.4767,2460004
35.4886,139.4743,2460005
35.4757,139.4994,2460011
35.4753,139.4936,2460012
35.4744,139.4814,2460014
35.4683,139.4963,2460021
35.466,139.4994,2460025
35.466,139.4994,2460026
35.4609,139.4869,2460032
35.4499,139.486,2460034
35.4542,139.4812,2460035
35.3785,139.557,2470002
35.3667,139.5551,2470004
35.3631,139.5524,2470005
35.3691,139.5515,2470007
35.3635,139.5779,2470013
35.3549,139.5726,2470026
35.3544,139.5667,2470034
35.3556,139.5431,2470051
35.3434,139.5474,2470054
35.3491,139.5406,2470056
35.336,139.5261,2470062
35.3297,139.5292,2470063
35.3555,139.5201,2470071
35.3539,139.5271,2470072
35.3563,139.51,2470074
35.361,139.5102,2470075
35.3291,139.5589,2480004
35.3234,139.5552,2480005
35.3209,139.5547,2480006
35.3089,139.5513,2480013
35.3123,139.5469,2480014
35.3157,139.5432,2480015
35.3105,139.5166,2480025
35.309,139.509,2480026
35.3093,139.4948,2480033
35.3281,139.5085,2480036
35.3025,139.5731,2490001
35.304,139.595,2490003
35.2978,139.6073,2490004
35.2921,139.5852,2490005
35.2676,139.1588,2500001
35.2599,139.1755,2500003
35.2496,139.1597,2500012
35.2501,139.1543,2500014
35.2468,139.1271,2500032
35.2488,139.1444,2500034
35.2555,139.1519,2500045
35.2772,139.1293,2500055
35.3211,139.1031,2500105
35.3369,139.0976,2500106
35.3239,139.1173,2500111
35.3033,139.1311,2500117
35.3045,139.185,2500203
35.2988,139.1821,2500215
35.244,139.0493,2500407
35.2508,139.0419,2500408
35.3055,139.1407,2500852
35.2888,139.144,2500854
35.2854,139.1551,2500865
35.2782,139.1758,2500874
35.351,139.4872,2510001
35.3423,139.4948,2510002
35.3462,139.4939,2510004
35.3412,139.499,2510016
35.3339,139.4813,2510021
35.3299,139.4786,2510027
35.3248,139.4821,2510031
35.3213,139.4928,2510033
35.3154,139.4922,2510034
35.3283,139.4525,2510042
35.3235,139.4569,2510045
35.3232,139.446,2510046
35.3493,139.4767,2510052
35.3448,139.4576,2510056
35.3621,139.4504,2510861
35.3661,139.4722,2510871
35.3562,139.4758,2510873
35.5085,139.4228,2520001
35.4858,139.4329,2520003
35.4917,139.4183,2520013
35.4827,139.4161,2520014
35.4738,139.4161,2520015
35.4907,139.408,2520021
35.4879,139.391,2520027
35.5889,139.3011,2520105
35.591,139.2875,2520116
35.5858,139.3378,2520132
35.3816,139.346,2520134
35.5643,139.2393,2520135
35.5976,139.3423,2520143
35.5951,139.3548,2520144
35.4837,139.2658,2520154
35.55,139.2167,2520155
35.5711,139.2728,2520157
35.4837,139.2658,2520159
35.5581,139.1906,2520161
35.6053,139.1686,2520171
35.611,139.1843,2520175
35.611,139.1843,2520176
35.4896,139.3338,2520183
35.4896,139.3338,2520184
35.4896,139.3338,2520187
35.5852,139.358,2520205
35.5739,139.3756,2520206
35.5776,139.3606,2520216
35.5619,139.3924,2520221
35.5592,139.399,2520222
35.5485,139.3832,2520225
35.56,139.3865,2520229
35.5777,139.3711,2520231
35.5633,139.3997,2520234
35.5678,139.3794,2520236
35.5716,139.3689,2520239
35.5653,139.3655,2520242
35.5584,139.3566,2520243
35.3801,139.521,2520244
35.5439,139.4334,2520301
35.5216,139.4447,2520302
35.5315,139.4345,2520303
35.5355,139.4251,2520307
35.3653,139.5006,2520313
35.5643,139.2393,2520315
35.5324,139.4467,2520318
35.5096,139.4052,2520325
35.4985,139.3832,2520327
35.5298,139.404,2520328
35.5397,139.3985,2520329
35.5505,139.406,2520331
35.3917,139.4622,2520336
35.4083,139.4672,2520801
35.4094,139.4715,2520802
35.3947,139.4772,2520803
35.3979,139.4669,2520804
35.3926,139.459,2520805
35.4062,139.4624,2520807
35.3843,139.4751,2520813
35.3857,139.45,2520815
35.3917,139.4388,2520816
35.4082,139.4186,2520821
35.4639,139.4387,2521105
35.4539,139.4356,2521106
35.4539,139.4356,2521108
35.4521,139.4133,2521121
35.4416,139.4156,2521123
35.421,139.4146,2521124
35.4539,139.4212,2521134
35.349,139.4291,2530001
35.3599,139.4176,2530003
35.3436,139.42,2530018
35.33,139.4348,2530022
35.3282,139.4239,2530025
35.3262,139.4343,2530031
35.3372,139.4146,2530042
35.3297,139.3981,2530045
35.322,139.4132,2530054
35.3235,139.3928,2530061
35.344,139.3782,2530071
35.3359,139.3797,2530072
35.3297,139.3778,2530073
35.3667,139.4068,2530081
35.3481,139.3933,2530083
35.3443,139.4052,2530084
35.3319,139.3928,2530086
35.3871,139.3968,2530102
35.3714,139.396,2530105
35.3642,139.3811,2530111
35.375,139.3363,2540002
35.3733,139.3225,2540005
35.3719,139.3605,2540013
35.3608,139.3632,2540014
35.3349,139.3478,2540041
35.3342,139.3408,2540046
35.337,139.3407,2540047
35.3313,139.3323,2540054
35.3434,139.3303,2540061
35.3377,139.3364,2540062
35.3366,139.3334,2540063
35.3345,139.3278,2540064
35.3509,139.3202,2540074
35.3534,139.3392,2540077
35.3192,139.3564,2540805
35.3262,139.3549,2540807
35.3253,139.3493,2540811
35.3217,139.3493,2540812
35.3181,139.3458,2540814
35.322,139.3391,2540821
35.3411,139.2983,2540905
35.334,139.3066,2540914
35.3132,139.3236,2550002
35.3156,139.3163,2550003
35.3117,139.3083,2550004
35.2909,139.2321,2560804
35.2817,139.209,2560812
35.2714,139.1879,2560816
35.368,139.2685,2570003
35.3584,139.2556,2570004
35.3811,139.2721,2570007
35.3655,139.2275,2570011
35.3552,139.2275,2570013
35.3975,139.2402,2570023
35.3831,139.2321,2570025
35.3833,139.2088,2570031
35.3762,139.2108,2570054
35.3774,139.2132,2570057
35.3506,139.1386,2580003
35.3217,139.1511,2580017
35.3323,139.1543,2580019
35.3329,139.1296,2580021
35.3654,139.1037,2580111
35.4087,139.0747,2580201
35.322,139.2799,2590102
35.3125,139.2743,2590114
35.3015,139.2558,2590123
35.2931,139.2374,2590125
35.3244,139.248,2590134
35.3329,139.2209,2590153
35.1656,139.1383,2590201
35.1526,139.1218,2590312
35.4128,139.2739,2591106
35.4143,139.3292,2591114
35.4157,139.324,2591116
35.3925,139.3179,2591132
35.4174,139.2906,2591141
35.4032,139.3073,2591142
35.407,139.3242,2591143
35.3561,139.2839,2591201
35.3443,139.2567,2591205
35.3606,139.2992,2591213
35.3593,139.3162,2591215
35.3534,139.3021,2591219
35.4071,139.1817,2591307
35.3752,139.1825,2591315
35.3683,139.1889,2591322
35.7306,139.9899,2600006
35.6728,139.9869,2600014
35.6108,140.1182,2600015
35.6057,140.1142,2600021
35.3951,140.229,2600022
35.3951,140.229,2600025
35.6138,140.1091,2600031
35.6207,140.1027,2600033
35.6202,140.1208,2600042
35.6205,140.109,2600044
35.6206,140.1142,2600045
35.9533,139.872,2600801
35.9533,139.872,2600802
35.9533,139.872,2600803
35.9533,139.872,2600807
35.9533,139.872,2600808
35.6293,140.0498,2600814
35.6293,140.0498,2600815
35.5667,140.1333,2600823
35.5667,140.1333,2600825
35.5802,140.1289,2600834
35.5795,140.1403,2600841
35.581,140.1338,2600842
35.5931,140.1276,2600843
35.6167,140.1167,2600852
35.5993,140.1321,2600853
35.6012,140.1232,2600854
35.6208,140.0943,2610001
35.6854,140.0167,2610002
35.621,140.0676,2610003
35.6233,140.0683,2610004
35.6346,140.0793,2610005
35.63,140.0583,2610011
35.6267,140.05,2610012
35.717,140.0208,2610013
35.6031,140.1659,2610014
35.664,140.04,2610026
35.6693,140.08,2620004
35.693,140.1163,2620005
35.6693,140.08,2620011
35.6693,140.08,2620012
35.6693,140.08,2620013
35.6693,140.08,2620014
35.659,140.0915,2620019
35.65,140.0667,2620023
35.65,140.0667,2620024
35.6546,140.0727,2620025
35.6693,140.08,2620032
35.6714,140.0446,2620033
35.6885,140.0934,2620041
35.6885,140.0934,2620043
35.6885,140.0934,2620046
35.6379,140.1169,2630001
35.6379,140.1169,2630002
35.6379,140.1169,2630005
35.6379,140.1169,2630013
35.6379,140.1169,2630014
35.6279,140.1102,2630021
35.6244,140.0985,2630023
35.6347,140.1073,2630024
35.6381,140.0822,2630032
35.6381,140.0822,2630035
35.6409,140.095,2630043
35.6379,140.1169,2630051
35.3946,140.0744,2640003
35.3946,140.0744,2640004
35.7932,139.935,2640016
35.7932,139.935,2640017
35.6031,140.1659,2640020
35.9261,139.8885,2640021
35.6386,140.1485,2640026
35.9261,139.8885,2640029
35.6407,140.1338,2640032
35.8571,139.9684,2650053
35.8571,139.9684,2650061
35.8571,139.9684,2650073
35.5553,140.1782,2660005
35.5553,140.1782,2660011
35.5553,140.1782,2660031
35.5553,140.1782,2660032
35.5553,140.1782,2660033
35.4282,139.98,2670055
35.4282,139.98,2670061
35.4282,139.98,2670066
35.4282,139.98,2670067
35.8456,139.9249,2700001
35.8293,139.9322,2700014
35.8283,139.9258,2700016
35.8165,139.9437,2700021
35.8133,139.9544,2700022
35.8163,139.9366,2700025
35.8347,139.9102,2700032
35.8347,139.9102,2700034
35.8347,139.9102,2700035
35.9119,139.9112,2700101
35.8866,139.9193,2700114
35.8932,139.9137,2700116
35.8842,139.9146,2700121
35.8748,139.9127,2700122
35.8563,139.9369,2700135
35.8562,139.9255,2700136
35.8478,139.9393,2700145
35.8563,139.9027,2700164
35.8723,139.9022,2700174
35.8597,139.9064,2700176
35.5937,139.8993,2700202
35.5937,139.8993,2700213
35.3099,139.9157,2700222
35.9178,139.8939,2700235
35.9853,139.8621,2700237
35.85,140.1333,2701101
35.85,140.1333,2701104
35.6007,140.0112,2701111
35.6007,140.0112,2701112
35.3963,139.9212,2701123
35.8695,140.0651,2701131
35.8644,140.0728,2701132
35.4976,139.9641,2701145
35.8695,140.0651,2701147
35.8686,140.0081,2701154
35.8858,140.0121,2701163
35.8787,140.0126,2701164
35.8667,140.0167,2701166
35.8754,139.9979,2701167
35.4495,140.2846,2701316
35.8333,140.15,2701327
35.5522,140.186,2701334
35.5522,140.186,2701337
35.6153,140.1372,2701341
35.6153,140.1372,2701342
35.2486,140.1861,2701359
35.8033,140.1054,2701412
35.7812,140.0621,2701423
35.7776,140.0513,2701425
35.8016,140.0601,2701431
35.7861,140.0237,2701434
35.7959,140.0428,2701436
35.8601,139.9939,2701445
35.1285,139.9977,2701454
35.3357,140.0318,2701471
35.1385,140.2501,2701506
35.8333,140.2333,2701516
35.4524,140.1237,2701605
35.4524,140.1237,2701608
35.826,140.2177,2701613
35.826,140.2177,2701616
35.7986,139.989,2702203
35.7893,139.9617,2702218
35.7745,139.9522,2702221
35.7684,139.9318,2702222
35.7627,139.9285,2702223
35.7762,139.9232,2702232
35.8064,139.9555,2702251
35.7985,139.9347,2702252
35.7829,139.9415,2702254
35.799,139.9561,2702261
35.798,140.1803,2702322
35.2971,139.9335,2702329
35.8199,139.9006,2710043
35.8118,139.9207,2710051
35.7958,139.9134,2710064
35.8006,139.8977,2710068
35.7813,139.9067,2710076
35.7893,139.9017,2710077
35.7694,139.8976,2710093
35.7694,139.8976,2710095
35.698,139.9512,2720004
35.6977,139.941,2720013
35.7122,139.9351,2720015
35.7244,139.9322,2720021
35.715,139.9172,2720025
35.7237,139.9179,2720031
35.7202,139.9094,2720032
35.727,139.9038,2720033
35.6936,139.929,2720111
35.6838,139.9203,2720121
35.6675,139.928,2720127
35.6715,139.9092,2720137
35.6694,139.9039,2720138
35.7539,139.9557,2720805
35.7234,139.9449,2720811
35.7189,139.9479,2720813
35.7284,139.9463,2720816
35.7429,139.9408,2720821
35.7313,139.9339,2720823
35.7312,139.9222,2720824
35.7379,139.9179,2720825
35.7472,139.9041,2720827
35.7551,139.9274,2720831
35.7444,139.9313,2720832
35.7462,139.9222,2720833
35.753,139.9126,2720835
35.7037,139.9957,2730001
35.6977,140.0044,2730002
35.6942,139.9949,2730003
35.7013,139.9865,2730005
35.6807,139.9952,2730013
35.6867,139.9794,2730015
35.7041,139.9763,2730021
35.7097,139.9636,2730031
35.7163,139.9627,2730039
35.7306,139.9899,2730041
35.7205,139.973,2730044
35.7327,139.9787,2730046
35.7432,139.9775,2730047
35.7677,139.9989,2730101
35.7568,139.9958,2730115
35.7606,139.9829,2730118
35.7838,139.9843,2730121
35.7661,139.9875,2730132
35.7348,140.0133,2730852
35.7323,140.0091,2730853
35.7122,139.9916,2730865
35.7231,139.9934,2730866
35.8492,139.9485,2740053
35.8492,139.9485,2740054
35.8492,139.9485,2740056
35.7289,140.0551,2740060
35.8492,139.9485,2740061
35.7207,140.0499,2740063
35.7352,140.0469,2740064
35.7297,140.0342,2740065
35.7396,140.0354,2740067
35.6984,140.0535,2740072
35.7022,140.0419,2740073
35.8492,139.9485,2740074
35.7099,140.0441,2740077
35.7631,140.0359,2740802
35.7931,140.1782,2740806
35.7279,140.0242,2740814
35.72,140.025,2740816
35.7931,140.1782,2740821
35.7931,140.1782,2740822
35.7931,140.1782,2740825
35.7008,140.016,2740826
35.6972,140.0734,2750001
35.6877,140.0678,2750002
35.8571,139.9684,2750003
35.6803,140.0577,2750004
35.6833,140.0231,2750016
35.6909,140.037,2750017
35.6734,140.0229,2750021
35.6652,140.0253,2750022
35.6726,140.0103,2750025
35.687,140.0102,2750026
35.67,140.0157,2750028
35.7667,140.1,2760004
35.4739,140.1336,2760007
35.9532,139.9035,2760015
35.6668,140.0504,2760023
35.6668,140.0504,2760025
35.6668,140.0504,2760027
35.6668,140.0504,2760028
35.6668,140.0504,2760031
35.6668,140.0504,2760034
35.6668,140.0504,2760036
35.8285,139.9884,2760042
35.8285,139.9884,2760044
35.8285,139.9884,2760046
35.8285,139.9884,2760047
35.8686,139.9845,2770004
35.8622,139.9773,2770005
35.8598,139.995,2770008
35.8556,139.9855,2770015
35.8427,139.9831,2770032
35.8347,139.9816,2770033
35.821,139.9804,2770042
35.8215,139.962,2770053
35.8137,139.9661,2770054
35.8275,139.9591,2770065
35.8374,139.9725,2770085
35.9139,139.9452,2770801
35.9149,139.9553,2770803
35.9046,139.9632,2770813
35.8929,139.9947,2770825
35.8889,139.972,2770827
35.8815,139.9878,2770831
35.8781,139.9762,2770835
35.8639,139.9697,2770842
35.8654,139.9647,2770843
35.8497,139.9592,2770854
35.8797,139.9526,2770861
35.8723,139.9602,2770862
35.8618,139.9491,2770863
35.8855,139.9519,2770872
35.8957,139.9416,2770882
35.8928,139.9216,2770885
35.8601,139.9939,2770902
35.6381,140.0108,2770921
35.6381,140.0108,2770923
35.8601,139.9939,2770941
35.8042,139.9936,2770942
35.9707,139.8946,2780001
35.9575,139.8801,2780003
35.944,139.9187,2780011
35.9386,139.8837,2780026
35.9458,139.8772,2780031
35.9384,139.8595,2780033
35.949,139.8679,2780037
35.9554,139.8569,2780043
35.9853,139.8621,2780046
35.9699,139.837,2780055
35.6567,139.9061,2790003
35.6519,139.9114,2790011
35.6517,139.9183,2790012
35.6441,139.9282,2790013
35.6397,139.9224,2790014
35.6467,139.9022,2790021
35.6357,139.9148,2790023
35.6401,139.8961,2790026
35.6485,139.8964,2790042
35.6489,139.8894,2790043
35.7028,139.9569,2830001
35.7028,139.9569,2830005
35.2958,140.051,2830061
35.2958,140.051,2830063
35.5333,140.45,2830104
35.55,140.3667,2830802
35.55,140.3667,2830803
35.55,140.3667,2830805
35.3365,140.0535,2830811
35.6717,140.1791,2840001
35.5103,140.0764,2840003
35.65,140.1667,2840005
35.6945,140.1887,2840015
35.2566,140.3116,2840022
35.6717,140.1791,2840027
35.4468,140.0206,2840034
35.652,140.1691,2840043
35.5326,140.1689,2850017
35.3883,140.1298,2850033
35.3962,140.0485,2850046
35.7062,140.2134,2850803
35.7062,140.2134,2850807
35.7062,140.2134,2850808
35.3504,140.0526,2850831
35.3504,140.0526,2850841
35.7109,140.1372,2850845
35.3504,140.0526,2850846
35.7062,140.2134,2850855
35.7402,140.1461,2850857
35.7333,140.1833,2850863
35.5442,140.1003,2850866
35.8015,140.256,2850911
35.2337,139.962,2860011
35.2337,139.962,2860014
35.8154,140.3575,2860015
35.8154,140.3575,2860018
35.6007,140.1713,2860021
35.7833,140.3167,2860023
35.4265,140.196,2860036
35.4037,140.0876,2860048
35.3022,139.9633,2860122
35.6072,140.1099,2860202
35.7167,140.3667,2860212
35.5965,140.0835,2860221
35.2085,140.0307,2860819
35.3638,140.1603,2860845
35.3638,140.1603,2860846
35.4783,140.3825,2870001
35.4783,140.3825,2870003
35.6378,140.3084,2870011
35.8535,140.5401,2870043
35.8,140.5,2870102
35.8333,140.4333,2870204
35.2998,140.3125,2870217
35.2197,140.3434,2870816
35.4,140.2327,2880002
35.7,140.85,2880012
35.7429,140.7759,2880025
35.6522,140.0225,2880032
35.6522,140.0225,2880033
35.8919,139.8736,2880801
35.8919,139.8736,2880813
35.7429,140.7759,2880814
35.8919,139.8736,2880815
35.8919,139.8736,2880837
35.8919,139.8736,2880863
35.8919,139.8736,2880873
35.1575,140.2297,2890116
35.2965,139.9058,2890203
35.3777,140.0439,2890221
35.85,140.6167,2890313
35.3164,140.0491,2890332
35.3327,140.1251,2890407
35.6791,140.2815,2890515
35.2421,140.1163,2890615
35.3534,139.9759,2891107
35.6092,140.123,2891115
35.5144,139.9948,2891133
35.9029,139.9231,2891144
35.388,140.022,2891223
35.3946,140.3309,2891316
35.6,140.4167,2891326
35.624,140.4209,2891334
35.4161,140.1567,2891514
35.6571,140.4565,2891623
35.65,140.5,2891727
35.6571,140.4565,2891733
34.9758,139.7738,2891755
35.4161,140.1567,2891806
35.3697,140.2995,2892113
35.3697,140.2995,2892114
35.922,139.8944,2892143
35.922,139.8944,2892144
35.5168,140.1954,2892173
35.3868,140.2727,2892231
35.7333,140.4667,2892241
35.1874,140.3579,2892504
35.1874,140.3579,2892505
35.3561,140.1961,2892511
35.3561,140.1961,2892516
35.7342,140.6559,2892521
35.3535,140.3394,2892604
35.7342,140.6559,2892712
35.6998,140.5538,2893182
35.47,140.0773,2900003
35.47,140.0773,2900007
35.4937,140.1435,2900011
35.4976,140.0728,2900034
35.425,140.1372,2900053
35.5187,140.0855,2900056
35.5333,140.1167,2900062
35.5333,140.1167,2900066
35.4937,140.118,2900073
35.4926,140.1145,2900075
35.4276,140.1898,2900142
35.4276,140.1898,2900143
35.4677,140.2064,2900163
35.5167,140.1833,2900171
35.4568,140.1383,2900204
